id,word,stem,lang,category,timestamp,profileid
en:sausage,sausage,sausage,en,0,1397751974794,
en:annals,annals,annals,en,0,1397652387119,
en:bower,bower,bower,en,0,1397838550567,
en:succour,succour,succour,en,0,1399608231352,
en:hind,hind,hind,en,0,1399454097280,
en:do,do,do,en,0,1398838329669,
en:tidings,tidings,tidings,en,0,1399609643404,
en:without,without,without,en,0,1399171787772,
en-GB:contemptible,contemptible,contemptible,en-GB,0,1399454326811,
en:sabre,sabre,sabre,en,0,1399461347395,
en:genius,genius,genius,en,0,1399458947333,
en:attached,attached,attached,en,0,1399045770166,
en:sepulchre,sepulchre,sepulchre,en,0,1399461614795,
en:personage,personage,personage,en,0,1399172535610,
en:briar,briar,briar,en,0,1416725056710,
en:Nike,Nike,Nike,en,0,1416713928443,
en:crib,crib,crib,en,0,1416731159328,
en:patio,patio,patio,en,0,1416722926578,
en:linebacker,linebacker,linebacker,en,0,1416717154840,
en:hammock,hammock,hammock,en,0,1416713678377,
en:puréed,puréed,purée,en,0,1412528164702,
en:dracaena,dracaena,dracaena,en,0,1416726378378,
en:cornucopia,cornucopia,cornucopia,en,0,1416726121483,
en:smiting,smiting,smit,en,0,1416718330122,
en:gryphons,gryphons,gryphon,en,0,1416717701741,
en:Gee,Gee,gee,en,0,1416713862836,
en:nymphaeum,nymphaeum,nymphaeum,en,0,1416720068010,
en:chauffeur,chauffeur,chauffeur,en,0,1416823517918,
en:noggin,noggin,noggin,en,0,1416722890089,
en:naiads,naiads,naiad,en,0,1417029048208,
en:parlay,parlay,parlay,en,0,1416933908506,
en:velour,velour,velour,en,0,1416726812429,
en:subservient,subservient,subservient,en,0,1416729188588,
en:Laundromat,Laundromat,Laundromat,en,0,1416725462535,
en:cairn,cairn,cairn,en,0,1416822649758,
en:schist,schist,schist,en,0,1416982904451,
en:plopping,plopping,plop,en,0,1416720119896,
en:klutzy,klutzy,klutzy,en,0,1416719392947,
en:pep,pep,pep,en,0,1416822869793,
en:nimbus,nimbus,nimbus,en,0,1417227502061,
en:chasuble,chasuble,chasuble,en,0,1417227386410,
en:laic,laic,laic,en,0,1417227160733,
en:aureole,aureole,aureole,en,0,1417227437157,
en:feathers,feathers,feather,en,0,1426832633603,
en:tomorrow,tomorrow,tomorrow,en,0,1426832430765,
en:cantankerous,cantankerous,cantankerous,en,0,1421913476245,
en:encore,encore,encore,en,100,1420485177094,
en:fondle,fondle,fondle,en,0,1433384106490,
en:Bud,Bud,bud,en,0,1433384159933,
en:preceding,preceding,precede,en,0,1433380344327,
en:Deaf,Deaf,deaf,en,0,1433380060996,
en:Breeze,Breeze,breeze,en,0,1433384361255,
en:Verse,Verse,verse,en,0,1433352165076,
en:Barren,Barren,barren,en,0,1433395341171,
en:exclude,exclude,exclude,en,0,1433346219708,
en:Howl,Howl,howl,en,0,1433384315572,
en:goose,goose,goose,en,0,1433395461606,
en:Drizzle,Drizzle,drizzle,en,0,1433384375956,
en:Neigh,Neigh,neigh,en,0,1433384292450,
en:verdict,verdict,verdict,en,0,1433384056283,
en:cap,cap,cap,en,0,1433396737593,
en:eight,eight,eight,en,0,1433425976257,
en:Thymus,Thymus,thymus,en,0,1433398626456,
en:bottom,bottom,bottom,en,0,1433414373258,
en:scalp,scalp,scalp,en,0,1433396915312,
en:class,class,class,en,0,1433414378147,
en:Pituitary,Pituitary,pituitary,en,0,1433398607210,
en:versa,versa,verse,en,0,1433406469286,
en:sitting,sitting,sitting,en,0,1433410692207,
en:Summer,Summer,summer,en,0,1433397583413,
en:from,from,from,en,0,1433420522233,
en:fur,fur,fur,en,0,1433396716763,
en:seated,seated,seat,en,0,1433426011056,
en:moderator,moderator,moderator,en,0,1433409297230,
en:students,students,student,en,0,1433414384211,
en:Ans,Ans,ANS,en,0,1433427827471,
en:F,F,F,en,0,1433490600635,
en:gland,gland,gland,en,0,1433398684615,
en:members,members,member,en,0,1433407194099,
en:clashed,clashed,clash,en,0,1433406763298,
en:nd,nd,ND,en,0,1433440383052,
en:span,span,span,en,0,1433485956410,
en:D,D,D,en,0,1433428944567,
en:MUZHIK,MUZHIK,muzhik,en,0,1438665690134,
en:Mandrakes,Mandrakes,mandrake,en,0,1439911107779,
en:abruptly,abruptly,abruptly,en,0,1440078089280,
en:skeletal,skeletal,skeletal,en,0,1439894961666,
en:Basilisk,Basilisk,basilisk,en,0,1439915342908,
en:mangy,mangy,mangy,en,0,1440831842675,
en:apiece,apiece,apiece,en,0,1439920419727,
en:collywobbles,collywobbles,collywobbles,en,0,1440654858702,
en:amulets,amulets,amulet,en,0,1439899445299,
en:talismans,talismans,talisman,en,0,1439899434174,
en:sinew,sinew,sinew,en,0,1439894893022,
en:periwinkle,periwinkle,periwinkle,en,0,1439913064535,
en:stifling,stifling,stifle,en,0,1440875045174,
en:Dumpy,Dumpy,dumpy,en,0,1440941468720,
en:bonbons,bonbons,bonbon,en,0,1440833205971,
en:Jacuzzi,Jacuzzi,jacuzzi,en,0,1440970294652,
en:raucous,raucous,raucous,en,0,1440711390775,
en:lockjaw,lockjaw,lockjaw,en,0,1440831927409,
en:crossly,crossly,crossly,en,0,1440763224832,
en:Tripe,Tripe,tripe,en,0,1440835308510,
en:crumpet,crumpet,crumpet,en,0,1440655127823,
en:pillock,pillock,pillock,en,0,1440970431906,
en:squat,squat,squat,en,0,1440764048408,
en:toffee,toffee,toffee,en,0,1441131607831,
en:pies,pies,pie,en,0,1440941225517,
en:boisterous,boisterous,boisterous,en,0,1440941091211,
en:darning,darning,darning,en,0,1440970459446,
en:cobbing,cobbing,Cobb,en,0,1440967872371,
en:haddock,haddock,haddock,en,0,1441026240758,
en:pronto,pronto,pronto,en,0,1440941858474,
en:grapefruit,grapefruit,grapefruit,en,0,1440940998595,
en:stoked,stoked,stoke,en,0,1440945670599,
en:poncho,poncho,poncho,en,0,1440944646614,
en:assorted,assorted,assorted,en,0,1440940388559,
en:honeysuckle,honeysuckle,honeysuckle,en,0,1440943726545,
en:swotty,swotty,swotty,en,0,1440941058228,
en:nancy,nancy,nancy,en,0,1440941044992,
en:Wheezes,Wheezes,wheeze,en,0,1440942798207,
en:bat,bat,bat,en,0,1441003921991,
en:shell-shocked,shell-shocked,shell-shocked,en,0,1441000266120,
en:fumes,fumes,fume,en,0,1441025077756,
en:blancmange,blancmange,blancmange,en,0,1441007582361,
en:naught,naught,naught,en,0,1441304546650,
en:paunchy,paunchy,paunchy,en,0,1441049558720,
en:marmalade,marmalade,marmalade,en,0,1441000354199,
en:mulishly,mulishly,mulishly,en,0,1441047936233,
en:benign,benign,benign,en,0,1441388438350,
en:cello,cello,cello,en,0,1441047661684,
en:molted,molted,molt,en,0,1441024923275,
en:tankard,tankard,tankard,en,0,1441020847069,
en:affronted,affronted,affront,en,0,1441049451332,
en:begonias,begonias,begonia,en,0,1441430837172,
en:petrol,petrol,petrol,en,0,1441003123316,
en:stoppering,stoppering,stopper,en,0,1441003148818,
en:jeers,jeers,jeer,en,0,1441268949726,
en:rummaging,rummaging,rummage,en,0,1441000161046,
en:whirlpool,whirlpool,whirlpool,en,0,1441007020850,
en:yew,yew,yew,en,0,1441304989999,
en:pudding,pudding,pudding,en,0,1441007398422,
en:sordid,sordid,sordid,en,0,1441676288386,
en:everyone,everyone,everyone,en,0,1441601090798,
en:tartan,tartan,tartan,en,0,1441676841588,
en:curtsy,curtsy,curtsy,en,0,1441613368813,
en:moment,moment,moment,en,0,1441600057735,
en:Skiving,Skiving,skive,en,0,1441602793669,
en:wolfhound,wolfhound,wolfhound,en,0,1441676180427,
en:incredulous,incredulous,incredulous,en,0,1441832259666,
en:subversive,subversive,subversive,en,0,1441779296291,
en:binning,binning,bin,en,0,1441597021810,
en:pinafore,pinafore,pinafore,en,0,1442212846308,
en:Barmy,Barmy,barmy,en,0,1441859744149,
en:pretended,pretended,pretend,en,0,1442198360096,
en:gaudy,gaudy,gaudy,en,0,1442385974709,
en:crooning,crooning,croon,en,0,1442390439529,
en:know,know,know,en,0,1441873126495,
en:jolt,jolt,jolt,en,0,1442284331518,
en:trainers,trainers,trainer,en,0,1442396360149,
en:nodded,nodded,nod,en,0,1442172742274,
en:solidarity,solidarity,solidarity,en,0,1442382124773,
en:talkative,talkative,talkative,en,0,1442198391956,
en:skulking,skulking,skulk,en,0,1442572926725,
en:mandolins,mandolins,mandolin,en,0,1442572606119,
en:tangible,tangible,tangible,en,0,1442560737294,
en:pirouetting,pirouetting,pirouette,en,0,1442578709600,
en:prefects,prefects,prefect,en,0,1442429087130,
en:astute,astute,astute,en,0,1442568681062,
en:nelson,nelson,nelson,en,0,1442581049993,
en:interjected,interjected,interject,en,0,1442568491054,
en:Phlegm,Phlegm,phlegm,en,0,1442401696545,
en:gleaned,gleaned,glean,en,0,1442576312332,
en:godparent,godparent,godparent,en,0,1442396721379,
en:thievery,thievery,thievery,en,0,1442576180525,
en:were,were,were,en,0,1442570370705,
en:Fawkes,Fawkes,Fawkes,en,0,1442607630218,
en:gamekeeper,gamekeeper,gamekeeper,en,0,1442407955344,
en:besotted,besotted,besotted,en,0,1442583093244,
en:rouge,rouge,rouge,en,0,1442582555443,
en:cheek,cheek,cheek,en,0,1442578348425,
en:contrived,contrived,contrived,en,0,1442587340466,
en:Quintessence,Quintessence,quintessence,en,0,1442571000024,
en:travesty,travesty,travesty,en,0,1442577880865,
en:tripe,tripe,tripe,en,0,1442585103189,
en:smartly,smartly,smartly,en,0,1442396967132,
en:Opals,Opals,opal,en,0,1442564810699,
en:phoenix,phoenix,phoenix,en,0,1442607557807,
en:fly,fly,fly,en,0,1442988853131,
en:rattling,rattling,rattling,en,0,1442579579199,
en:affably,affably,affably,en,0,1442578370093,
en:writhe,writhe,writhe,en,0,1442632204177,
en:soppy,soppy,soppy,en,0,1442630179903,
en:interposed,interposed,interpose,en,0,1442987811451,
en:complacency,complacency,complacency,en,0,1442629897160,
en:aspidistra,aspidistra,aspidistra,en,0,1442631007870,
en:cistern,cistern,cistern,en,0,1442594435341,
en:tremulous,tremulous,tremulous,en,0,1442629555208,
en:succumb,succumb,succumb,en,0,1443286797747,
en:writhing,writhing,writhe,en,0,1443286885527,
en:potion,potion,potion,en,0,1443288382426,
en:nugatory,nugatory,nugatory,en,0,1443641000263,
en:ingenuity,ingenuity,ingenuity,en,0,1443641092705,
en:parochial,parochial,parochial,en,0,1443673174412,
en:plaque,plaque,plaque,en,0,1443729020991,
en:quixotic,quixotic,quixotic,en,0,1443641165101,
en:solipsistic,solipsistic,solipsistic,en,0,1443641120282,
en:munificent,munificent,munificent,en,0,1443640912665,
en:sophomoric,sophomoric,sophomoric,en,0,1443641180093,
en:undue,undue,undue,en,0,1443641204035,
en:literati,literati,literati,en,0,1443673142547,
en:snippets,snippets,snippet,en,0,1443845456339,
en:iteration,iteration,iteration,en,0,1443641100426,
en:personable,personable,personable,en,0,1443640938997,
en:arresting,arresting,arresting,en,0,1443641197397,
en:mendacious,mendacious,mendacious,en,0,1443641071869,
en:presumption,presumption,presumption,en,0,1443845311857,
en:cabal,cabal,cabal,en,0,1444283687542,
en:faux,faux,faux,en,0,1443881755479,
en:kissing,kissing,kiss,en,0,1443846715787,
en:moldering,moldering,molder,en,0,1443847090503,
en:mulish,mulish,mulish,en,0,1444109635734,
en:acclimatize,acclimatize,acclimatize,en,0,1444276449714,
en:Hallows,Hallows,hallow,en,0,1444110335332,
en:cluttered,cluttered,clutter,en,0,1443881135314,
en:facile,facile,facile,en,0,1444283681858,
en:two,two,two,en,0,1443887209698,
en:tentative,tentative,tentative,en,0,1444108787381,
en:dogmatically,dogmatically,dogmatically,en,0,1444109650952,
en:mahogany,mahogany,mahogany,en,0,1443729009598,
en:solicitousness,solicitousness,solicitousness,en,0,1444016179678,
en:plumbed,plumbed,plumb,en,0,1444452981599,
en:roared,roared,roar,en,0,1444580450219,
en:the Great,the Great,the Great,en,0,1444548949457,
en:divined,divined,divine,en,0,1444452647226,
en:sycophantically,sycophantically,sycophantically,en,0,1444108965586,
en:bucolic,bucolic,bucolic,en,0,1446048335405,
en:somehow,somehow,somehow,en,0,1447200695665,
en:Sufferings,Sufferings,suffering,en,0,1447171527166,
en:lodges,lodges,Lodge,en,0,1447171649618,
en:chemises,chemises,chemise,en,0,1449118501345,
en:distemper,distemper,distemper,en,0,1447201838124,
en:carbolic,carbolic,carbolic,en,0,1449123287498,
en:accusations,accusations,accusation,en,0,1447171281752,
en:slightest,slightest,slight,en,0,1447171190280,
en:circular,circular,circular,en,0,1447171988705,
en:plunged,plunged,plunge,en,0,1447202311768,
en:devastating,devastating,devastating,en,0,1447202480741,
en:idly,idly,idly,en,0,1447201788967,
en:maladies,maladies,malady,en,0,1447171562423,
en:indolently,indolently,indolently,en,0,1447172164971,
en:fatal,fatal,fatal,en,0,1447171544980,
en:scourge,scourge,scourge,en,0,1447202489188,
en:blighty,blighty,blighty,en,0,1449122755001,
en:Indubitably,Indubitably,indubitably,en,0,1450971340181,
en:canaille,canaille,canaille,en,0,1451039591060,
en:bridled,bridled,bridle,en,0,1451014620621,
en-GB:convalescing,convalescing,convalesce,en-GB,0,1449727801571,
en:Sanatorium,Sanatorium,sanatorium,en,0,1451014310051,
en:conceited,conceited,conceited,en,0,1451019837755,
en:alkaloid,alkaloid,alkaloid,en,0,1450790053457,
en:skat,skat,skat,en,0,1449122609248,
en:bourgeois,bourgeois,bourgeois,en,0,1451039637092,
en:dixie,dixie,dixie,en,0,1449121306249,
en:courant,courant,courant,en,0,1451021731422,
en:ignoble,ignoble,ignoble,en,0,1451039609199,
en:billets,billets,billet,en,0,1449123322303,
en:quiescence,quiescence,quiescence,en,0,1451014665067,
en:sanatorium,sanatorium,sanatorium,en,0,1449727774219,
en:libel,libel,libel,en,0,1451036095150,
en:abstemious,abstemious,abstemious,en,0,1450798146013,
en:morphia,morphia,morphia,en,0,1449431838103,
en:martinets,martinets,martinet,en,0,1449122911016,
en:vicarage,vicarage,vicarage,en,0,1451037335104,
en:archly,archly,archly,en,0,1451035872635,
en:pierrot,pierrot,Pierrot,en,0,1451035623000,
en:port,port,port,en,0,1451033825699,
en:equinoctial,equinoctial,equinoctial,en,0,1451021278096,
en:chaffed,chaffed,chaff,en,0,1450971139622,
en:forrader,forrader,forrader,en,0,1451021260744,
en:gambit,gambit,gambit,en,0,1451033628133,
en:mendaciously,mendaciously,mendaciously,en,0,1451014614847,
en:mornings,mornings,mornings,en,0,1455726471106,
en-GB:especially,especially,especially,en-GB,0,1455726503350,
en:leaden,leaden,leaden,en,0,1457713323834,
en:noun,noun,noun,en,0,1455972275825,
en:nip,nip,nip,en,0,1457597761518,
en:progeny,progeny,progeny,en,0,1457713127411,
en:panic,panic,panic,en,0,1457583885861,
en:rumination,rumination,rumination,en,0,1457667646187,
en:clout,clout,clout,en,0,1457597778649,
en:hoplites,hoplites,hoplite,en,0,1457582410169,
en:nouns,nouns,noun,en,0,1455972268891,
en:sundry,sundry,sundry,en,0,1457667628196,
en:chrysalids,chrysalids,chrysalid,en,0,1457713741639,
en:like,like,like,en,0,1457777765539,
en:pageant,pageant,pageant,en,0,1457837408749,
en:exaggerate,exaggerate,exaggerate,en,0,1457713640143,
en:penetratingly,penetratingly,penetratingly,en,0,1457713061212,
en:propitious,propitious,propitious,en,0,1457837537715,
en:verisimilitude,verisimilitude,verisimilitude,en,0,1457843803005,
en:convolutions,convolutions,convolution,en,0,1457713424994,
en:sirocco,sirocco,sirocco,en,0,1457780196900,
en:subsidized,subsidized,subsidize,en,0,1457760743967,
en:yashmaks,yashmaks,yashmak,en,0,1457777546723,
en:simmer,simmer,simmer,en,0,1457774229096,
en:lugubriously,lugubriously,lugubriously,en,0,1457774348212,
en:virago,virago,virago,en,0,1457773522617,
en:mallard,mallard,mallard,en,0,1457842538048,
en:parlance,parlance,parlance,en,0,1457842485932,
en:impressionable,impressionable,impressionable,en,0,1457713034572,
en:Rabelais,Rabelais,Rabelais,en,0,1457770125983,
en:trying,trying,trying,en,0,1457778397307,
en:Le Fanu,Le Fanu,Le Fanu,en,0,1457776015502,
en:groundsel,groundsel,groundsel,en,0,1458100266893,
en:gird,gird,gird,en,0,1457770418271,
en:linen,linen,linen,en,0,1457760861386,
en:wheeze,wheeze,wheeze,en,0,1457769507401,
en:shoals,shoals,shoals,en,0,1457772376546,
en:vases,vases,vase,en,0,1458100872361,
en:spaniel,spaniel,spaniel,en,0,1457778234272,
en:bows,bows,bows,en,0,1457798161271,
en:taxidermy,taxidermy,taxidermy,en,0,1457797568751,
en:Villa,Villa,Villa,en,0,1457777963481,
en:insidiously,insidiously,insidiously,en,0,1457797373078,
en:myrtles,myrtles,myrtle,en,0,1457768393411,
en:hobbledehoys,hobbledehoys,hobbledehoy,en,0,1457770103702,
en:camel,camel,camel,en,0,1457843683909,
en:besmirch,besmirch,besmirch,en,0,1457843328123,
en:flimsy,flimsy,flimsy,en,0,1457776927053,
en:supercilious,supercilious,supercilious,en,0,1457770177180,
en:rumba,rumba,rumba,en,0,1457779086475,
en:Tennyson,Tennyson,Tennyson,en,0,1457841619840,
en:agog,agog,agog,en,0,1457770339608,
en:Fabre,Fabre,Fabre,en,0,1457776035294,
en:consternation,consternation,consternation,en,0,1457780710524,
en:clover,clover,clover,en,0,1457779989322,
en:Herculean,Herculean,Herculean,en,0,1457770391949,
en:erysipelas,erysipelas,erysipelas,en,0,1457780726282,
en:martyred,martyred,martyred,en,0,1457768456352,
en:galleons,galleons,galleon,en,0,1457771760976,
en:bout,bout,bout,en,0,1457778261093,
en:snipe,snipe,snipe,en,0,1457842269409,
en:bulletin,bulletin,bulletin,en,0,1457773536362,
en:fiesta,fiesta,fiesta,en,0,1457769158860,
en:trellis-work,trellis-work,trelliswork,en,0,1457773705753,
en:condescension,condescension,condescension,en,0,1457777093287,
en:Widdle,Widdle,widdle,en,0,1457840580613,
en:insolence,insolence,insolence,en,0,1457841217346,
en:unctuously,unctuously,unctuously,en,0,1457776780126,
en:cortège,cortège,cortège,en,0,1457776728040,
en:woodcock,woodcock,woodcock,en,0,1457842304673,
en:Gollys,Gollys,golly,en,0,1457760939860,
en:porpoise,porpoise,porpoise,en,0,1457798283748,
en:exuberance,exuberance,exuberance,en,0,1457768407873,
en:tangerine,tangerine,tangerine,en,0,1457768117116,
en:champion,champion,champion,en,0,1457761114727,
en:charladies,charladies,charlady,en,0,1457843974839,
en:organdie,organdie,organdie,en,0,1457843482508,
en:coup de grâce,coup de grâce,coup de grâce,en,0,1457842849775,
en:bats,bats,bats,en,0,1457843830822,
en:sonofabitch,sonofabitch,sonofabitch,en,0,1457761008265,
en:shibboleths,shibboleths,shibboleth,en,0,1457781224943,
en:belligerently,belligerently,belligerently,en,0,1457837142773,
en:effeminate,effeminate,effeminate,en,0,1457757602246,
en:candidly,candidly,candidly,en,0,1457843846546,
en:Bushel,Bushel,bushel,en,0,1457770068734,
en:throng,throng,throng,en,0,1457840482953,
en:tiers,tiers,tier,en,0,1457757233788,
en:chaperones,chaperones,chaperone,en,0,1457777503180,
en:harpy,harpy,harpy,en,0,1457843872966,
en:overdraft,overdraft,overdraft,en,0,1457842439871,
en:scimitar,scimitar,scimitar,en,0,1457774142098,
en:Ulysses,Ulysses,Ulysses,en,0,1457797796564,
en:vulpine,vulpine,vulpine,en,0,1457770287644,
en:romp,romp,romp,en,0,1457841715945,
en:assiduously,assiduously,assiduously,en,0,1457776250891,
en:primly,primly,primly,en,0,1457770157723,
en:regally,regally,regally,en,0,1457769473980,
en:coverlet,coverlet,coverlet,en,0,1457772462219,
en:flashed,flashed,flash,en,0,1457759025163,
en:degenerate,degenerate,degenerate,en,0,1457841096128,
en:Quasimodo,Quasimodo,Quasimodo,en,0,1457769790912,
en:corsets,corsets,corset,en,0,1457843141879,
en:Cicely,Cicely,cicely,en,0,1457845009403,
en:menagerie,menagerie,menagerie,en,0,1457770003722,
en:cypress,cypress,cypress,en,0,1457759729368,
en:viscera,viscera,viscera,en,0,1457844171373,
en:loquats,loquats,loquat,en,0,1458100832453,
en:promontory,promontory,promontory,en,0,1457773204077,
en:impenitently,impenitently,impenitently,en,0,1457773971175,
en:flotsam,flotsam,flotsam,en,0,1457842211562,
en:debris,debris,debris,en,0,1457758314622,
en:twanging,twanging,twang,en,0,1462459156271,
en-GB:sagacious,sagacious,sagacious,en-GB,0,1458644628285,
en:armor,armor,armor,en,0,1462794303891,
en:weirdest,weirdest,weird,en,0,1462458569554,
en:Muggles,Muggles,muggle,en,0,1462382221076,
en:Weird,Weird,weird,en,0,1462793384011,
en:blonde,blonde,blonde,en,0,1462381436243,
en:smuggle,smuggle,smuggle,en,0,1462521936473,
en:mantelpiece,mantelpiece,mantelpiece,en,0,1462407778545,
en:Smelting,Smelting,smelt,en,0,1462459379350,
en:trouble,trouble,trouble,en,0,1462557182253,
en:shredded,shredded,shred,en,0,1462460516726,
en:Notable,Notable,notable,en,0,1462792851974,
en:enraged,enraged,enraged,en,0,1462381871827,
en:sneaking,sneaking,sneaking,en,0,1462458402976,
en-GB:sagacity,sagacity,sagacity,en-GB,0,1458644623163,
en:duels,duels,duel,en,0,1462691817829,
en:quills,quills,quills,en,0,1462679357200,
en:bewildered,bewildered,bewildered,en,0,1462690876216,
en:persuade,persuade,persuade,en,0,1462404051235,
en:blackboard,blackboard,blackboard,en,0,1462691128860,
en:library,library,library,en,0,1462794273748,
en:Peeves,Peeves,peeve,en,0,1462968569251,
en:exasperated,exasperated,exasperate,en,0,1462404199902,
en:swear,swear,swear,en,0,1462459555296,
en:mattress,mattress,mattress,en,0,1462726948682,
en:grin,grin,grin,en,0,1462382446868,
en:Cauldron,Cauldron,cauldron,en,0,1462514634442,
en:skimming,skimming,skimming,en,0,1462967211882,
en:dawn,dawn,dawn,en,0,1462890690474,
en:fed,fed,fed,en,0,1462889600030,
en:bewitched,bewitched,bewitch,en,0,1462892998150,
en:Masons,Masons,Mason,en,0,1463060170938,
en:hurtled,hurtled,hurtle,en,0,1462981636563,
en:stared,stared,stare,en,0,1462459353424,
en:reckon,reckon,reckon,en,0,1462981721880,
en:spying,spying,spy,en,0,1462381472154,
en:SEIZE,SEIZE,seize,en,0,1462973493848,
en:pixies,pixies,pixie,en,0,1463326994944,
en:worrying,worrying,worrying,en,0,1463470246868,
en:tantrum,tantrum,tantrum,en,0,1463468785035,
en:Whomping,Whomping,whomp,en,0,1463240578245,
en:doughnut,doughnut,doughnut,en,0,1463469679995,
en:whine,whine,whine,en,0,1463248356163,
en:whisperers,whisperers,whisperer,en,0,1463469829797,
en:clutching,clutching,clutch,en,0,1463469665905,
en:except,except,except,en,0,1463427406417,
en:Privet,Privet,privet,en,0,1463468893624,
en:swelled,swelled,swell,en,0,1463152374022,
en:prone,prone,prone,en,0,1463163975124,
en:BURROW,BURROW,burrow,en,0,1463104770401,
en:shrieking,shrieking,shrieking,en,0,1463240240071,
en:Myrtle,Myrtle,myrtle,en,0,1463383043639,
en:screaming,screaming,scream,en,0,1463468730194,
en:bemusedly,bemusedly,bemusedly,en,0,1463327568866,
en:hummed,hummed,hum,en,0,1463468680928,
en:whispering,whispering,whisper,en,0,1463469118828,
en:stroked,stroked,stroke,en,0,1463470127889,
en:dull,dull,dull,en,0,1463468613620,
en:stopped,stopped,stop,en,0,1463994013588,
en:Harold,Harold,Harold,en,0,1463470206782,
en:bear,bear,bear,en,0,1463469024490,
en:Dueling,Dueling,duel,en,0,1463621325324,
en:cereal,cereal,cereal,en,0,1463468799563,
en:drills,drills,drill,en,0,1463468977533,
en:hauled,hauled,haul,en,0,1463492989185,
en:peculiar,peculiar,peculiar,en,0,1463468862714,
en:Harvey,Harvey,Harvey,en,0,1463470180893,
en:wrestled,wrestled,wrestle,en,0,1463468719891,
en:small,small,small,en,0,1463680273121,
en:cloaks,cloaks,cloaks,en,0,1463469559208,
en:leads,leads,leads,en,0,1463719556632,
en:quill,quill,quill,en,0,1463985370322,
en:seized,seized,seize,en,0,1463469866992,
en:chortled,chortled,chortle,en,0,1463468821597,
en:Gerund,Gerund,gerund,en,0,1463997580539,
en:Major,Major,Major,en,0,1464270941745,
en:fainted,fainted,faint,en,0,1464230760336,
en:falcon,falcon,falcon,en,0,1464287371466,
en:screamed,screamed,scream,en,0,1464230324531,
en:talons,talons,talon,en,0,1464444170120,
en:bald,bald,bald,en,0,1464176896584,
en:Boggart,Boggart,boggart,en,0,1464488282701,
en:wreckage,wreckage,wreckage,en,0,1464664823275,
en:baccy,baccy,baccy,en,0,1464029753083,
en:delicate,delicate,delicate,en,0,1464231037421,
en:disdainful,disdainful,disdainful,en,0,1464444020644,
en:Nominative,Nominative,nominative,en,0,1463997736565,
en:smirk,smirk,smirk,en,0,1464098179666,
en:Shrinking,Shrinking,shrinking,en,0,1464488405474,
en:applause,applause,applause,en,0,1464314061432,
en:strut,strut,strut,en,0,1464801398583,
en:scrounger,scrounger,scrounger,en,0,1464098957338,
en:clause,clause,clause,en,0,1464018498938,
en:malignant,malignant,malignant,en,0,1464029301122,
en:Liberation,Liberation,liberation,en,0,1465515056586,
en:ferret,ferret,ferret,en,0,1465145908594,
en:scar,scar,scar,en,0,1465304008303,
en:send,send,send,en,0,1466201631791,
en:pal,pal,pal,en,0,1465868010161,
en:liberal,liberal,liberal,en,0,1465866596037,
en:queue,queue,queue,en,0,1465083025790,
en:Apparition,Apparition,apparition,en,0,1464935548524,
en:nymphs,nymphs,nymph,en,0,1465815569717,
en:Scoop,Scoop,scoop,en,0,1465866555140,
en:concerned,concerned,concerned,en,0,1465816529257,
en:sorely,sorely,sorely,en,0,1465909248061,
en:dressing,dressing,dressing,en,0,1465576275323,
en:when,when,when,en,0,1465106038642,
en:creepy,creepy,creepy,en,0,1465815846226,
en:buoyant,buoyant,buoyant,en,0,1465046730408,
en:flee,flee,flee,en,0,1465816533691,
en:tactless,tactless,tactless,en,0,1465909508646,
en:scorpions,scorpions,scorpions,en,0,1465319888134,
en:weasel,weasel,weasel,en,0,1467191682925,
en:cactus,cactus,cactus,en,0,1467191792028,
en:weirdos,weirdos,weirdo,en,0,1467305076491,
en:THE,THE,the,en,0,1466929828822,
en:there,there,there,en,0,1466860217407,
en:Tired,Tired,tired,en,0,1466379152780,
en:untie,untie,untie,en,0,1466480771595,
en:Hearing,Hearing,hearing,en,0,1466942638528,
en:BLACK,BLACK,Black,en,0,1466929798253,
en:Decree,Decree,decree,en,0,1467511707976,
en:Serpent,Serpent,Serpent,en,0,1467542589005,
en:camped,camped,camp,en,0,1466929880039,
en:She,She,she,en,0,1466928872991,
en:Snuffles,Snuffles,snuffle,en,0,1466200364423,
en:dogging,dogging,dog,en,0,1467119549891,
en:cheeks,cheeks,cheek,en,0,1467372975153,
en:Atrium,Atrium,atrium,en,0,1466935043861,
en:PUR,PUR,pur-,en,0,1466929769762,
en:red-handed,red-handed,red-handed,en,0,1468077093753,
en:tripped,tripped,trip,en,0,1467641295819,
en:disarmed,disarmed,disarm,en,0,1467542605972,
en:messing,messing,mess,en,0,1467850783597,
en:sullens,sullens,sullens,en,0,1467864602565,
en:Bay,Bay,bay,en,0,1467908943789,
en:Hog,Hog,hog,en,0,1467508735946,
en:did,did,did,en,0,1467815591434,
en:Gits,Gits,git,en,0,1467729733602,
en:Inquisitor,Inquisitor,inquisitor,en,0,1467477463231,
en:first,first,first,en,0,1467931857565,
en:Fuming,Fuming,fume,en,0,1467820248893,
en:gruesome,gruesome,gruesome,en,0,1467851025496,
en:Chapter,Chapter,chapter,en,0,1467811722017,
en:taint,taint,taint,en,0,1467811797946,
en:awful,awful,awful,en,0,1467934068238,
en:my,my,my,en,0,1467934124120,
en:through,through,through,en,0,1467539671476,
en:nag,nag,nag,en,0,1469171432479,
en:paddock,paddock,paddock,en,0,1469200928760,
en:flaw,flaw,flaw,en,0,1468892116177,
